Invoice,StockCode,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount,Description
536787,85123A,6,2010-12-02 15:24:00,2.55,u1785,United Kingdom,15.299999999999999,CREAM HANGING HEART T-LIGHT HOLDER
536790,85123A,12,2010-12-02 15:26:00,2.95,u1785,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
536795,85123A,32,2010-12-02 15:40:00,2.55,u1564,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
536824,85123A,160,2010-12-02 17:24:00,2.55,u13798,United Kingdom,408.0,CREAM HANGING HEART T-LIGHT HOLDER
536833,85123A,6,2010-12-02 17:48:00,2.95,u18239,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
536837,85123A,2,2010-12-02 18:15:00,2.95,u14395,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
536857,85123A,2,2010-12-03 10:33:00,2.95,u16883,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
536859,85123A,2,2010-12-03 10:43:00,2.95,u12841,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
536863,85123A,2,2010-12-03 11:19:00,2.95,u17967,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
536876,85123A,5,2010-12-03 11:36:00,5.91,,United Kingdom,29.55,CREAM HANGING HEART T-LIGHT HOLDER
536976,85123A,7,2010-12-03 14:18:00,2.95,u14723,United Kingdom,20.650000000000002,CREAM HANGING HEART T-LIGHT HOLDER
536987,85123A,6,2010-12-03 14:54:00,2.95,u17198,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
536993,85123A,1,2010-12-03 15:19:00,2.95,u14396,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537044,85123A,6,2010-12-05 10:52:00,2.95,u18055,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537046,85123A,1,2010-12-05 10:58:00,2.95,u18109,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537051,85123A,3,2010-12-05 11:12:00,2.95,u15708,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
537051,85123A,2,2010-12-05 11:12:00,2.95,u15708,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
537054,85123A,2,2010-12-05 11:40:00,2.95,u16931,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
537054,85123A,1,2010-12-05 11:40:00,2.95,u16931,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537055,85123A,6,2010-12-05 11:45:00,2.95,u16814,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537126,85123A,1,2010-12-05 12:13:00,2.95,u18118,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537127,85123A,128,2010-12-05 12:13:00,2.55,u13831,United Kingdom,326.4,CREAM HANGING HEART T-LIGHT HOLDER
537138,85123A,3,2010-12-05 12:44:00,2.95,u17211,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
537144,85123A,1,2010-12-05 13:00:00,2.95,u1588,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537210,85123A,32,2010-12-05 15:15:00,2.55,u15953,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537224,85123A,12,2010-12-05 16:24:00,2.95,u13174,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537237,85123A,2,2010-12-06 09:58:00,5.91,,United Kingdom,11.82,CREAM HANGING HEART T-LIGHT HOLDER
537239,85123A,6,2010-12-06 10:05:00,2.95,u18219,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537240,85123A,9,2010-12-06 10:08:00,5.91,,United Kingdom,53.19,CREAM HANGING HEART T-LIGHT HOLDER
537242,85123A,6,2010-12-06 10:19:00,2.95,u14748,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537301,85123A,4,2010-12-06 11:38:00,2.95,u1586,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
537332,85123A,24,2010-12-06 11:58:00,2.95,u14344,United Kingdom,70.80000000000001,CREAM HANGING HEART T-LIGHT HOLDER
537334,85123A,6,2010-12-06 12:06:00,2.95,u16719,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537388,85123A,12,2010-12-06 13:35:00,2.95,u17682,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537393,85123A,32,2010-12-06 13:59:00,2.55,u13089,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537395,85123A,2,2010-12-06 14:05:00,2.95,u15356,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
537400,85123A,6,2010-12-06 14:36:00,2.95,u17191,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537419,85123A,32,2010-12-06 15:14:00,2.55,u13495,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537424,85123A,6,2010-12-06 15:35:00,2.95,u15602,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537434,85123A,14,2010-12-06 16:57:00,5.91,,United Kingdom,82.74000000000001,CREAM HANGING HEART T-LIGHT HOLDER
537446,85123A,6,2010-12-07 09:13:00,2.95,u18055,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537457,85123A,32,2010-12-07 09:51:00,2.55,u17511,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537460,85123A,128,2010-12-07 10:04:00,2.55,u17616,United Kingdom,326.4,CREAM HANGING HEART T-LIGHT HOLDER
537484,85123A,32,2010-12-07 11:30:00,2.55,u14733,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537523,85123A,6,2010-12-07 11:45:00,2.95,u14176,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537604,85123A,32,2010-12-07 13:01:00,2.55,u13488,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537605,85123A,5,2010-12-07 13:13:00,2.95,u16221,United Kingdom,14.75,CREAM HANGING HEART T-LIGHT HOLDER
537606,85123A,19,2010-12-07 13:16:00,2.95,u15002,United Kingdom,56.050000000000004,CREAM HANGING HEART T-LIGHT HOLDER
537607,85123A,6,2010-12-07 13:18:00,2.95,u15965,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537612,85123A,6,2010-12-07 13:28:00,2.95,u13769,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537619,85123A,32,2010-12-07 13:53:00,2.55,u13786,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537638,85123A,4,2010-12-07 15:28:00,5.91,,United Kingdom,23.64,CREAM HANGING HEART T-LIGHT HOLDER
537650,85123A,12,2010-12-07 15:48:00,2.95,u16125,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537655,85123A,6,2010-12-07 16:20:00,2.95,u15081,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537666,85123A,5,2010-12-07 18:36:00,5.91,,United Kingdom,29.55,CREAM HANGING HEART T-LIGHT HOLDER
537669,85123A,12,2010-12-08 08:58:00,2.95,u16863,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537674,85123A,6,2010-12-08 09:51:00,2.95,u15628,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537754,85123A,3,2010-12-08 11:16:00,2.95,u16081,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
537755,85123A,32,2010-12-08 11:31:00,2.55,u16525,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537764,85123A,1,2010-12-08 12:06:00,2.95,u16893,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537769,85123A,1,2010-12-08 12:17:00,2.95,u15021,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537769,85123A,2,2010-12-08 12:17:00,2.95,u15021,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
537773,85123A,1,2010-12-08 12:36:00,2.95,u16016,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
537795,85123A,12,2010-12-08 13:03:00,2.95,u17213,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537823,85123A,2,2010-12-08 14:25:00,5.91,,United Kingdom,11.82,CREAM HANGING HEART T-LIGHT HOLDER
537828,85123A,12,2010-12-08 14:43:00,2.95,u1568,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537831,85123A,6,2010-12-08 14:50:00,2.95,u17894,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537842,85123A,5,2010-12-08 15:12:00,2.95,u1314,United Kingdom,14.75,CREAM HANGING HEART T-LIGHT HOLDER
537843,85123A,12,2010-12-08 15:16:00,2.95,u15713,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537866,85123A,32,2010-12-08 16:45:00,2.55,u17655,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
537867,85123A,12,2010-12-08 16:48:00,2.95,u16717,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
537879,85123A,6,2010-12-09 08:34:00,2.95,u14243,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
537898,85123A,10,2010-12-09 10:42:00,2.95,u17377,United Kingdom,29.5,CREAM HANGING HEART T-LIGHT HOLDER
537955,85123A,14,2010-12-09 11:28:00,2.95,u16782,United Kingdom,41.300000000000004,CREAM HANGING HEART T-LIGHT HOLDER
537963,85123A,12,2010-12-09 11:30:00,2.95,u13369,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
538006,85123A,32,2010-12-09 12:13:00,2.55,u14987,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538032,85123A,6,2010-12-09 12:59:00,2.95,u14479,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538035,85123A,8,2010-12-09 13:03:00,2.95,u16065,United Kingdom,23.6,CREAM HANGING HEART T-LIGHT HOLDER
538053,85123A,32,2010-12-09 13:34:00,2.55,u15856,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538064,85123A,8,2010-12-09 13:47:00,2.95,u15271,United Kingdom,23.6,CREAM HANGING HEART T-LIGHT HOLDER
538065,85123A,32,2010-12-09 13:57:00,2.55,u13982,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538071,85123A,7,2010-12-09 14:09:00,5.91,,United Kingdom,41.370000000000005,CREAM HANGING HEART T-LIGHT HOLDER
538086,85123A,14,2010-12-09 14:44:00,2.95,u12872,United Kingdom,41.300000000000004,CREAM HANGING HEART T-LIGHT HOLDER
538145,85123A,6,2010-12-09 16:08:00,2.95,u15211,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538157,85123A,4,2010-12-09 16:57:00,2.95,u17576,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
538166,85123A,3,2010-12-09 18:09:00,2.95,u17965,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
538176,85123A,64,2010-12-10 09:48:00,2.55,u17675,United Kingdom,163.2,CREAM HANGING HEART T-LIGHT HOLDER
538177,85123A,1,2010-12-10 09:51:00,5.91,,United Kingdom,5.91,CREAM HANGING HEART T-LIGHT HOLDER
538182,85123A,6,2010-12-10 10:18:00,2.95,u17827,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538186,85123A,12,2010-12-10 10:26:00,2.95,u13,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
538190,85123A,5,2010-12-10 10:47:00,2.95,u1779,United Kingdom,14.75,CREAM HANGING HEART T-LIGHT HOLDER
538198,85123A,3,2010-12-10 11:01:00,2.95,u17827,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
538248,85123A,4,2010-12-10 12:14:00,2.95,u18116,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
538250,85123A,8,2010-12-10 12:20:00,2.95,u18118,United Kingdom,23.6,CREAM HANGING HEART T-LIGHT HOLDER
538252,85123A,32,2010-12-10 12:29:00,2.55,u16019,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538260,85123A,6,2010-12-10 12:42:00,2.95,u18178,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538296,85123A,6,2010-12-10 13:06:00,2.95,u13148,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538312,85123A,6,2010-12-10 13:48:00,2.95,u16727,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538349,85123A,12,2010-12-10 14:59:00,5.91,,United Kingdom,70.92,CREAM HANGING HEART T-LIGHT HOLDER
538370,85123A,3,2010-12-12 11:06:00,2.95,u16923,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
538374,85123A,2,2010-12-12 11:17:00,2.95,u14159,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
538379,85123A,1,2010-12-12 11:26:00,2.95,u17126,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
538379,85123A,2,2010-12-12 11:26:00,2.95,u17126,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
538403,85123A,6,2010-12-12 11:46:00,2.95,u17211,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538437,85123A,3,2010-12-12 12:18:00,2.95,u1601,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
538449,85123A,6,2010-12-12 12:24:00,2.95,u17085,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538473,85123A,3,2010-12-12 12:35:00,2.95,u13668,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
538497,85123A,1,2010-12-12 12:44:00,2.95,u14684,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
538508,85123A,6,2010-12-12 13:32:00,2.95,u15998,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538514,85123A,6,2010-12-12 14:27:00,2.95,u15044,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538518,85123A,3,2010-12-12 16:14:00,2.95,u14505,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
538524,85123A,27,2010-12-13 09:35:00,5.91,,United Kingdom,159.57,CREAM HANGING HEART T-LIGHT HOLDER
538529,85123A,12,2010-12-13 10:24:00,2.95,u1429,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
538533,85123A,32,2010-12-13 10:31:00,2.55,u14796,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538532,85123A,6,2010-12-13 10:31:00,2.95,u13209,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538566,85123A,7,2010-12-13 11:21:00,5.91,,United Kingdom,41.370000000000005,CREAM HANGING HEART T-LIGHT HOLDER
538592,85123A,4,2010-12-13 11:47:00,2.95,u15854,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
538596,85123A,6,2010-12-13 12:10:00,2.95,u1799,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538626,85123A,13,2010-12-13 12:57:00,2.95,u17338,United Kingdom,38.35,CREAM HANGING HEART T-LIGHT HOLDER
538634,85123A,4,2010-12-13 13:28:00,2.95,u14085,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
538635,85123A,2,2010-12-13 13:32:00,2.95,u17303,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
538641,85123A,32,2010-12-13 14:36:00,2.55,u1564,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538664,85123A,64,2010-12-13 15:46:00,2.55,u14733,United Kingdom,163.2,CREAM HANGING HEART T-LIGHT HOLDER
538671,85123A,32,2010-12-13 16:38:00,2.55,u15777,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538683,85123A,96,2010-12-13 17:40:00,2.55,u14525,United Kingdom,244.79999999999998,CREAM HANGING HEART T-LIGHT HOLDER
538707,85123A,5,2010-12-14 10:38:00,2.95,u17894,United Kingdom,14.75,CREAM HANGING HEART T-LIGHT HOLDER
538710,85123A,12,2010-12-14 10:48:00,2.95,u18075,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
538744,85123A,4,2010-12-14 11:26:00,2.95,u15356,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
538799,85123A,4,2010-12-14 11:48:00,2.95,u15039,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
538800,85123A,6,2010-12-14 11:51:00,2.95,u16458,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538827,85123A,32,2010-12-14 12:59:00,2.55,u14298,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538832,85123A,6,2010-12-14 13:03:00,2.95,u17158,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538849,85123A,10,2010-12-14 13:31:00,2.95,u14415,United Kingdom,29.5,CREAM HANGING HEART T-LIGHT HOLDER
538851,85123A,32,2010-12-14 13:32:00,2.55,u16556,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538852,85123A,10,2010-12-14 13:33:00,2.95,u17372,United Kingdom,29.5,CREAM HANGING HEART T-LIGHT HOLDER
538910,85123A,6,2010-12-15 10:54:00,2.95,u17454,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
538942,85123A,1,2010-12-15 11:14:00,2.95,u17346,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
538951,85123A,4,2010-12-15 11:26:00,2.95,u16782,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
538991,85123A,32,2010-12-15 11:53:00,2.55,u17511,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
538995,85123A,32,2010-12-15 12:05:00,2.55,u13458,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
539007,85123A,6,2010-12-15 13:00:00,2.95,u17894,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539010,85123A,2,2010-12-15 13:24:00,2.95,u15005,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
539019,85123A,4,2010-12-15 14:12:00,2.95,u17551,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
539030,85123A,24,2010-12-15 14:25:00,2.95,u13089,United Kingdom,70.80000000000001,CREAM HANGING HEART T-LIGHT HOLDER
539034,85123A,1,2010-12-15 14:29:00,2.95,u16161,United Kingdom,2.95,CREAM HANGING HEART T-LIGHT HOLDER
539079,85123A,12,2010-12-16 08:39:00,2.95,u17496,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
539088,85123A,32,2010-12-16 09:45:00,2.55,u13093,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
539089,85123A,6,2010-12-16 09:46:00,2.95,u15246,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539103,85123A,96,2010-12-16 10:38:00,2.55,u16985,United Kingdom,244.79999999999998,CREAM HANGING HEART T-LIGHT HOLDER
539105,85123A,12,2010-12-16 10:43:00,2.95,u14825,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
539109,85123A,500,2010-12-16 11:07:00,2.55,u16013,United Kingdom,1275.0,CREAM HANGING HEART T-LIGHT HOLDER
539196,85123A,12,2010-12-16 12:09:00,2.95,u18055,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
539212,85123A,6,2010-12-16 12:20:00,2.95,u17146,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539225,85123A,12,2010-12-16 13:02:00,2.95,u15379,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
539243,85123A,4,2010-12-16 13:21:00,2.95,u18116,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
539282,85123A,12,2010-12-16 15:45:00,2.95,u1677,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
539283,85123A,12,2010-12-16 15:47:00,2.95,u14092,United Kingdom,35.400000000000006,CREAM HANGING HEART T-LIGHT HOLDER
539290,85123A,6,2010-12-16 16:36:00,2.95,u16271,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539314,85123A,32,2010-12-16 18:20:00,2.55,u13874,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
539317,85123A,4,2010-12-16 19:04:00,2.95,u17392,United Kingdom,11.8,CREAM HANGING HEART T-LIGHT HOLDER
539317,85123A,3,2010-12-16 19:04:00,2.95,u17392,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
539321,85123A,2,2010-12-16 19:19:00,2.95,u14723,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
539321,85123A,3,2010-12-16 19:19:00,2.95,u14723,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
539325,85123A,6,2010-12-17 08:20:00,2.95,u13004,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539414,85123A,3,2010-12-17 13:45:00,2.95,u16931,United Kingdom,8.850000000000001,CREAM HANGING HEART T-LIGHT HOLDER
539434,85123A,4,2010-12-17 14:41:00,5.91,,United Kingdom,23.64,CREAM HANGING HEART T-LIGHT HOLDER
539436,85123A,9,2010-12-17 14:49:00,5.91,,United Kingdom,53.19,CREAM HANGING HEART T-LIGHT HOLDER
539437,85123A,7,2010-12-17 14:54:00,5.91,,United Kingdom,41.370000000000005,CREAM HANGING HEART T-LIGHT HOLDER
539439,85123A,6,2010-12-17 15:14:00,2.95,u13869,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539450,85123A,6,2010-12-17 16:53:00,2.95,u1557,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539451,85123A,1,2010-12-17 16:59:00,5.91,,United Kingdom,5.91,CREAM HANGING HEART T-LIGHT HOLDER
539453,85123A,5,2010-12-17 17:08:00,5.91,,United Kingdom,29.55,CREAM HANGING HEART T-LIGHT HOLDER
539454,85123A,5,2010-12-17 17:12:00,2.95,u17377,United Kingdom,14.75,CREAM HANGING HEART T-LIGHT HOLDER
539470,85123A,2,2010-12-19 14:03:00,2.95,u14472,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
539471,85123A,2,2010-12-19 14:16:00,2.95,u17358,United Kingdom,5.9,CREAM HANGING HEART T-LIGHT HOLDER
539477,85123A,6,2010-12-19 14:58:00,2.95,u18245,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
539484,85123A,32,2010-12-19 15:44:00,2.55,u1564,United Kingdom,81.6,CREAM HANGING HEART T-LIGHT HOLDER
539501,85123A,6,2010-12-20 11:08:00,2.95,u17085,United Kingdom,17.700000000000003,CREAM HANGING HEART T-LIGHT HOLDER
